featureid	Intercept	Subject[T.FAT_008]	Subject[T.FAT_012]	Subject[T.FAT_015]	Subject[T.FAT_020]	Subject[T.R01]	Subject[T.R02]	Subject[T.V1]	Subject[T.V2]	Subject[T.V3]	Donor[T.DS04]	Donor[T.FAT_DON_11]	Donor[T.FAT_DON_19]	Donor[T.FAT_DON_8]	Donor[T.SPB_T43]	Dataset[T.SPB18]	Dataset[T.VRIEZE12]	group[T.stay]	Time
K00067	0.668348005241677	0.264277386896237	0.579673719444716	-0.00884458969653368	2.09577794469127	1.14591719824476	0.870874073079751	0.898564572958543	1.28983652256896	1.10347738852315	0.759403532713651	1.86646190494209	0.66558136630697	1.31652632101396	1.1668046613761	-1.16043409767127	-0.943587957459614	0.0609496906009956	0.00223856823373292
K00068	-1.2635050507123	-0.973100495107548	0.48208792213484	1.36193534184872	0.109466985828969	-1.26775435489016	-0.579428624638392	-1.00623567816775	-0.57373047209809	-0.757214456893878	-0.569428236812354	-0.512646404803699	0.106421908623407	0.353523758491068	-2.04208261765756	-2.02536474230265	-0.652800461786911	-1.76187305901372	-0.00288790805410888
K00074	0.0683954266970607	-0.304185282953159	-0.312376844844377	-0.789894765124924	-0.507146195478943	1.55304964501066	0.276275004914926	0.322420235304429	0.476795550812982	0.296413689754529	0.291127210825681	-0.0434919276842535	1.01173867870016	0.0975911293826386	-0.178082118409057	1.25750096080327	1.29264287040837	0.392093069812421	0.000705894397978524
K00075	1.27847855371885	-0.447688114412205	-0.525560009440935	-0.71945664833606	-0.228082223765758	1.00309081989927	0.28083434300773	-0.62943737623255	0.123116191853784	-0.092093080379443	0.40072137710452	-0.427002845109409	0.558255216366479	-0.189037891785117	0.0211017032691048	0.364989473796133	0.761316934090927	0.161237008830671	0.000883039402250985
K00077	0.289920857376382	0.295594680540188	0.804697585144484	-0.366532301412232	-0.0304069360422168	0.98575439173383	0.536353673509286	0.209103937773301	-0.114432993899085	0.243615895412488	0.594350045889616	-0.10994955688805	0.203658959156701	-1.01286553100726	0.360489477736573	0.0997092270615134	1.33840374038823	0.168326862117414	0.000458058285002449
K00087	-0.0672450752789525	-0.217114281423466	0.174782586136305	-0.880042319999344	-0.741436063282398	0.439283958260243	-1.20798316998131	0.735411759047105	-1.78831911421845	-0.413468331195788	-1.19798278215528	0.112298937737042	-0.808831313365271	-0.312174889008017	-0.939317444937606	-0.833552584671732	-0.416524431246445	-0.606910727957125	0.000557121204619149
K00088	2.05158989710264	-0.343372446067707	-0.217120635470903	-0.602285092578537	1.52101202405224	0.987771770540898	0.19587328629844	0.589470620779588	0.433563705910944	0.601096182964368	-0.0203896999657158	1.13523629516273	0.0319117515150996	0.891574410041361	-0.590612957852264	0.42110808131719	-0.621091446417496	0.164203651210432	0.000688728260283211
K00096	0.386803200668618	0.358168232671841	-0.807821692115224	-0.357251739011414	0.117217258579823	-0.114417025264079	0.413391258290933	1.06818949761827	0.461623665322565	-0.52313929805942	0.460587090224027	-0.486642924846119	0.702850124127099	0.655984667380838	-0.445811639206786	0.694652273631338	-0.122686764734909	0.214581020137434	0.00045507805276368
K00097	-0.0581518502766637	1.83308773063861	-0.779484945497072	1.52917500783383	0.220013038284871	-3.50891653579074	0.631323840192483	1.06619834485491	-0.313879523049094	0.629943042896314	1.48654217121005	-1.17030992895455	-1.27421162437754	-0.680818277160139	-0.862411836760421	0.944842412448171	0.549776711922958	-0.296621434429522	0.00208896057534669
K00099	1.3026923446124	-0.0291655776575964	0.523561787643873	-0.539598112807877	0.891421274311635	1.10451342779798	0.232662107518838	0.166797991423204	-0.0985360179049745	0.112923532627149	0.339755183428526	0.86683848708778	0.437771400696466	-0.110639664093466	0.7473071714469	-0.450051591419932	-0.315405270594284	0.231753833552961	0.00178926842141602
K00104	0.567828586525247	0.211527693502529	0.27252240184828	-1.32004476140559	0.0995951453519788	0.373565739576047	-0.94542709393151	0.254054542212083	-0.127208653460242	-0.653549313642459	-0.93566309812665	0.671483190952831	-0.344573342912963	-0.434819462458105	-0.846008698122878	-0.670615181946513	-0.132789811628983	-0.0435403511317924	0.00188046352792237
K00111	0.16104703230314	-0.381909397013561	-0.0427710294337633	-0.793682118759758	-0.196914865605739	-0.114949324544246	0.709230687192605	0.183512325911119	0.158104356755517	-1.01609800765701	0.688918298453092	0.45476630538612	1.51067783523245	0.204863575538187	0.724757065398316	0.362495019412282	0.285461822015121	0.455658443233137	0.000803288387541512
K00123	-0.709271142059043	0.521743822328671	-0.341458636483705	-0.326257323728211	0.122828320629689	-2.43161360305148	-0.292956803270652	-0.20585263189833	-0.708348963032462	-0.550117373563723	-0.282958054572344	0.121649118362957	-0.176312038415244	0.0354042325816437	-0.338821242230315	0.296594216799978	-0.424654981630967	-1.00626695532524	-0.000560465884919426
K00128	0.991036942428872	0.221433985464199	-0.083407270869768	-0.888116938875325	-0.944779439799694	1.71297474819822	-1.67627033991463	-0.451776031823562	-0.384598467121817	-1.12407127032466	-1.66626995208859	-0.934321475923961	-1.52174387287455	-0.739243047992201	-0.0624567369393303	-0.568349525952097	0.029769101601913	-0.220934145191546	-0.000123325420136711
K00133	1.43549173159055	-0.206142407424824	0.279707622566664	-0.49544513772548	0.395941750176045	1.35037108380002	1.33108964162223	0.676109667448594	0.216315027703546	0.521679192684217	0.0947804510295387	0.73903897613197	0.824399253613183	0.0375237737498566	1.34518729649268	-1.06688998701548	0.118121543389633	0.21465636040843	0.000327285694365242
K00134	1.7381617335742	-0.248866003520862	1.00052483085676	-0.453181421266205	1.52821059621105	0.781310996596043	0.309238817266153	-0.525816832156585	-0.903707962105967	-0.612682342626529	0.154074853628873	1.27937117427498	0.188177963978479	-0.0747645820774749	1.84250174961768	-0.555254504704234	-0.578556141394303	0.378754742404585	0.000842389034514168
K00140	-1.16349467056341	-0.262078594930546	-0.712073954901254	-0.877567691610463	-2.91010932528248	-3.66549483817416	-0.542638447412326	-0.495597843499587	-0.571690816055037	0.211553245685621	-0.532635735005141	-0.842294065059131	-2.94480965446787	0.538420346816568	-0.776256332772155	-0.690795466923472	0.840515056115463	0.92806697632945	0.00357013599801514
K00145	1.16162197870664	-0.0951086399630469	-0.956395018062151	-0.337069725499756	0.20796401894817	1.55040999371213	0.49381234841697	0.646195407538011	0.740729924668573	0.796026497982068	0.516487306326627	-0.297290263474888	-0.14641449760752	0.555282739242105	-0.384292910473724	0.582586600756887	1.02818540619023	0.227060921451215	0.00141566650796388
K00147	0.228820374435708	-0.122348260648624	0.113994491138899	-0.488715773330338	0.685445384152028	2.28683026749296	1.40299453931205	0.256317492155625	0.433565970887445	0.466520100734754	0.980781263083219	1.65930691569954	1.44965650726003	1.17948522909501	1.84718858204566	-0.679062054180857	0.0758475451291347	0.0140431001392647	0.000729378628020028
K00156	-1.39316932278223	3.28898005508624	-1.35654597278551	2.33963295270383	-1.05716900431385	-1.84798280280429	1.2417345305001	0.075089390902116	0.409481879700922	0.507495909832044	1.2517479121387	-2.3616180101046	-0.453602904194167	-1.152045908133	0.0578653713294075	0.328233554339651	1.58373717353947	-1.16987503323876	0.00210469620156739
K00161	-0.270070144706443	3.61286668800555	0.111255002060377	1.36083074857175	-0.0815570493864093	-3.12592689078646	-1.15616628927834	-0.0503321927503804	-0.782686093444921	-0.271636456348376	-1.1461659014523	-1.31181916385979	-0.103810349219611	0.400404718955545	0.66026841603003	-1.46020306708789	-0.890043696898148	-0.612720035055514	0.00125175373483155
K00162	-1.75638092475481	3.90369634651385	-0.235007631740129	1.55155750562131	-0.68285144769421	-1.94750563186007	-0.668519545623137	0.0585398036523601	-0.476472679148413	0.156739026210828	-0.658519157797099	-0.993056176007694	0.202960154301355	1.44494357450822	0.289962162596803	-0.132840917134043	-0.0395651073633885	-0.682616017797823	0.00177055256295655
K00164	-0.797670075469687	4.22497301124774	-0.548153924903429	3.48241540242612	0.52535481847057	-1.99351398032504	-0.84791201753266	0.768389459280564	-0.816958844284512	-1.2094912529964	-0.837911629706622	-0.583611307443088	0.208244523293206	-0.59914687530181	-1.09675292171754	-1.00990150930857	-1.94481368972652	-1.56149517748677	0.000731643604521492
K00169	0.0308466462557765	-1.01430116272725	-0.273829686603105	-1.6143758649689	-0.464323203049806	-0.748961666043575	0.0462696810280544	-0.922414903016494	-0.474662843714453	-3.15153464684673	0.057185119360685	0.120819719730908	-0.121889868491462	-0.962641077796431	0.601583351714234	1.47349484202886	0.147466102105453	-0.808929212430354	0.00245552914071534
K00170	0.842504313415811	-0.846731525428669	-0.392872947415865	-1.29135430406154	0.805107549793812	-0.25582600515681	-0.30745743615277	0.970041628508165	-2.20010936595032	-1.81357523808666	-0.297449761658907	-0.995953215063518	-0.238216379397681	-1.65462038175246	-1.30671091251292	0.874548032260183	0.48939374969609	-1.82492613051259	0.000209030079130867
K00171	-0.41035748439379	-1.25630731559552	-1.70004807706789	-2.04865554522098	-0.678818925254253	-3.51510540526705	-1.23857507509835	0.214339728979661	-5.07039487696717	-5.13356623063274	-1.22857468727231	-0.0799606123575628	-0.785209247582724	-1.82618931190154	0.341139187438111	0.853861167407278	-0.197622797030137	-0.0297833010944084	0.000280674862150887
K00172	0.323464920944497	-0.591857065029518	-0.338626640996492	-1.38908434461177	1.44087441361675	0.966896912638371	-1.11693314118035	-0.626450378866599	1.10917448662689	-2.70484194169231	-1.10693275335431	0.883387239872509	1.75944187331838	0.754711059173135	0.677912582976441	-0.549827919029948	-1.22806381298892	-2.25544070456349	0.00266390697885011
K00174	-0.029409775310233	-0.902457546956913	0.255133700409376	-0.266676878438599	-0.733758850924877	0.273026055280392	1.07596125798576	0.765012260107591	-1.27041107750962	0.54002609839253	1.53528935310245	0.730357321201855	1.86684372115774	-1.01093137518546	1.65226541958533	-0.0309116101500955	0.808634081345871	0.193192012569074	-0.000103179050202629
K00175	1.39387076181822	-0.97152159786977	-0.200002300700701	-0.391599988446839	-0.0991086205171618	-1.03467122596102	0.220754351190255	0.395082708029344	-1.55150527096818	-0.0497855843085812	0.854972428053617	0.203137250839764	0.448179146534631	-1.23431533829352	-0.107857237236877	0.566902830577138	0.105515041810348	0.165361411830549	-0.000425640178437492
K00176	0.496021678871438	0.00600301050387209	-0.594293537697351	0.206472242369049	-1.52090947233906	-4.34410921614962	-0.0843319336856144	0.44397282185991	-1.76181269026826	0.0140034257393314	-0.0715355515778068	-0.745274146796173	-0.553261192488616	-0.991131606260748	-0.633351693528075	-0.108827755474803	-0.0911203832804417	0.123561389705305	-0.00068468196463134
K00177	0.57214527410917	-1.58210582710065	-0.162946391067064	-0.812831794725068	1.42844159997234	0.0178591372410704	0.432877149156259	0.910009856848313	-1.60701424218247	0.384905487201734	0.44295520183444	1.67361822932869	0.649468561894128	-0.146687420765372	0.44220565758429	-0.427247748398539	-0.808613678949997	0.467257983943586	-0.000736061168427726
K00179	-0.291926035457328	-0.480564054615871	-0.631020489296472	-0.24744269798816	0.12195636428127	1.14878966528577	1.05763402181022	1.46768176141222	-0.993396240840651	0.0066267549019291	1.0357667863071	0.658880861698681	-0.599573125803044	0.809501317580728	1.00858150921545	0.117047383761648	0.537700334054306	-0.108513407448168	-0.000288191867585441
K00180	-0.381350705199912	0.0101760508938867	0.80279047493025	0.362476909651153	-0.112347974412349	0.896737536970799	0.823324348500894	1.67694270196398	-0.718467119703986	0.0802731811027958	0.978666490286588	0.466806562840039	0.0863240568701716	-0.276601644913168	0.590260376555543	0.154601051783803	0.142007747155502	0.0432497933117195	4.91704218432698e-05
K00184	-0.480687865787223	3.4780514719411	-0.679947349390543	1.30444332410275	1.00822134412059	-2.30668226760226	0.990003850034402	0.152678247122361	-0.370874855290152	0.254365116260572	0.868681615561246	-0.122672645152515	0.275028487927148	-0.392317476431342	0.020686854941468	0.150051071620229	-1.24538823081844	-1.39330472801053	0.000420388149504403
K00185	-0.469426641040519	4.1251781465932	-0.27010672088579	1.78172346402585	0.82047839558849	-2.50060121100741	0.671951438954995	0.430921073584153	-0.568685073028304	0.0121633707504704	0.712593978613615	-0.109355715812153	1.19049229312582	0.387683299621133	0.0177512069769905	-0.168259546780344	-2.14700635387294	-1.09214482460343	-0.000678244662995597
K00194	-0.339793691211417	0.260409701101406	0.131214094200575	-0.797285189734108	-2.49164466463795	0.0825060667435576	-1.36507907909997	-0.453128997655318	-0.262538972864844	-0.35571137080379	-1.35507869127393	-0.110355047286457	-2.52634499382334	0.366004613479166	-0.713861952202697	-0.497206077599284	-0.513218245047257	0.482963331004743	0.00183206455636475
K00197	-1.16467797177382	0.283101487390621	0.222106647530043	-0.496652072177536	-1.03911785685292	0.983154496733372	-0.527689513095691	-0.733450722368167	0.25708007477691	-0.556806653835254	-0.517688931554556	0.206641646324688	-1.43911061596232	0.609288123687296	0.456490149123292	0.0890042328598533	0.0725796608746792	0.590829022189741	0.00312584297585938
K00198	0.25399833006315	0.181670475236996	0.819618058243239	-0.961159205993905	-1.65033595167866	0.73768093306226	-0.631174255439116	-0.578728590579436	0.334731098641656	-0.705652192332225	-0.620309659868479	-0.339411733449405	-1.02214215111094	-1.12306019918105	0.223564734084229	-0.554362163567301	0.269101300698593	0.783672936221723	0.002053316997771
K00208	0.56707399172239	0.334465849630459	-1.17911880012468	0.200910771383636	1.18998248971233	-4.54544178527194	0.649187352231668	1.07119428697069	-0.9973462853534	1.01795020689778	0.388055330485105	0.454690130650097	-0.163906672709754	0.064306703647165	1.4406973024436	-1.56928785207247	-0.303976497191117	0.298828728458051	0.00045507805276368
K00210	-0.225096950107291	-0.35239483094968	-1.29514910574869	0.346616709722869	-0.661710753075984	-3.81437412780123	0.318530287316964	0.461002464918687	-1.09240419007371	0.475111871860547	0.275532966822385	0.309764417110974	1.23044290233297	0.356770185073404	1.53025638066016	-0.644809708618876	-0.162654659289048	0.183083899280195	0.00108438389230225
K00215	0.727832844681069	0.0273718717022974	0.841921639481032	-0.444678401456482	0.957298235066029	1.60676558930082	0.509558822683023	0.37761711659868	0.392330523957513	0.542899042270704	0.484387940138578	0.368669303356701	-0.0370914728577642	-0.735163713554354	0.449847092253785	0.143982365107778	0.735103645783737	0.318174846431379	3.83223764941487e-05
K00226	0.519612839645669	-0.376340698964969	-0.0486314177127245	-0.293767725930817	-0.475651669286397	1.59618338066739	0.508365358880685	0.448877211241319	-0.0406181249720826	-0.0377790630836056	0.602592056959867	0.691837938725048	-0.594892257564834	0.0700913344226166	1.48302875958167	-1.39063717486834	-0.718840471047089	-0.125457517841692	-0.000685516429658195
K00230	-1.34204719381876	-2.52383370376386	-0.235936748942888	1.98289533902585	-1.31097058855763	-1.25690988581973	1.01618912415855	-3.40063441214125	1.30949985646179	1.23276343931965	1.61555094119906	-1.47173496872277	-1.34567091774302	0.506367233832864	0.0731801887579964	-0.664642677330729	-0.763177654284165	-2.00498460982167	-0.00250071628164794
K00239	0.969458153671548	-0.164498877294437	-0.579781818351305	-0.901641627655632	0.622299269802662	0.634115895811742	0.557432796529458	0.907685990957811	-0.132647458086707	0.231897979877515	0.133153802126646	-0.51904362231583	-0.724261173718741	-0.990052941004248	0.535266270262818	-0.2605007148025	1.29884366081364	0.926418311854963	0.0013201798670337
K00240	-0.0621886344487218	-0.206249308355228	-0.752879689595259	-0.360119139657624	1.34162815011272	1.24867387730283	1.26049103932731	0.164176340727403	-1.69850457049439	-0.38651564727016	0.679316228598356	0.407093318401867	-0.0575538666184453	-0.0491691555180267	-0.0646425584725334	1.79246146914983	0.97643057392247	0.719829924365644	0.000841912197355965
K00241	0.350706270164773	1.40853815101825	-0.678251761159456	0.896653855337493	-0.371895222895053	-4.46606365722018	0.934168126157449	1.02624499383409	-1.59751022196839	0.36274018873982	0.273723429411649	-0.719116659612364	0.890615841633508	-0.93465513990304	1.11532532177649	-1.19454215528941	0.233908215028122	0.432839520236616	0.00239175217080567
K00243	1.02935807985716	0.22984735988818	0.965984177628004	0.112207735075347	0.290520266659352	-0.604010501321132	0.0628345866715175	-0.371007118792937	-0.155332449446417	-0.563635468580203	-0.103842669755221	0.0549108704915583	0.428489586598107	-0.37280780331275	-0.232554326432128	0.88389785525823	-0.585075995463059	0.471562273761396	0.000318583416228035
K00244	1.60382120890073	0.722012567751034	-1.38785700794176	-0.479216014848359	1.1718582669569	-0.792888441499049	-0.502946455308272	0.71653186860521	-0.0969470176799073	0.318467646740003	-0.620874995023013	-0.283146438897556	0.777594587094018	0.378213552077798	-1.16866000987806	-0.742326900982615	-1.37683730437152	-0.160400621631976	0.00225227730203126
