featureid	Intercept	Subject[T.FAT_008]	Subject[T.FAT_012]	Subject[T.FAT_015]	Subject[T.FAT_020]	Subject[T.R01]	Subject[T.R02]	Subject[T.V1]	Subject[T.V2]	Subject[T.V3]	Donor[T.DS04]	Donor[T.FAT_DON_11]	Donor[T.FAT_DON_19]	Donor[T.FAT_DON_8]	Donor[T.SPB_T43]	Dataset[T.SPB18]	Dataset[T.VRIEZE12]	group[T.settle]	Time
K00172	-0.0950374353638128	0.323581783847672	-0.643866614619126	0.252357358962453	-0.0948976378203424	0.548681237843489	0.132142221060935	0.0168271351769442	-0.370902198957821	-0.367282621129089	0.0956099572412592	-0.896585193073133	-0.132627995765054	0.396890746268776	0.329785218795553	-0.361245042162363	0.341404406239362	-1.11648225341614	-0.000839711388304298
K00174	1.29301788919063	-0.153208286686081	0.0948042858449317	-0.19139922139033	-0.152691076254943	0.311419286873793	-0.370508218678292	1.1316718150094	1.0774937685257	1.03171271874136	0.752718979381762	0.56532192548575	0.471674052918112	0.582397566947487	-1.33909551207183	0.121952527684744	-0.736493023226885	0.368781347529333	0.00173747424249404
K00175	-0.227101301025434	-0.135718853397506	0.997467874368796	-0.16740966317042	0.32683735086908	1.89816699281023	1.75857082518691	1.58999004849939	1.34328041632233	1.47191710068411	0.144578153156481	0.000983599031587623	-0.460229488169992	-0.798492780116054	-0.407247552314982	0.439226978940542	1.39517041843113	0.244477887408178	0.00210893038873428
K00176	-0.368357633422895	-0.340476126594681	1.29499494918264	-0.567595665424906	0.92634337141504	0.758008816388106	1.42458740386123	-0.09203192701788	-0.537834483789822	-0.0927381436663208	-0.750569915509977	0.829022410715242	-0.225742908274972	-0.666586591091606	-0.614395806232676	-0.0855223000816749	-0.528958292792467	0.676880617396276	0.00158476714257949
K00177	1.5391769658813	-0.0821229528619229	0.85050237067617	-0.133833055466257	-0.438960979437927	-0.0153374289007428	-1.02555039760714	-0.537468821911526	-0.762183803724667	-0.74966313646608	1.06864207413121	-0.712028410827497	-0.194622429168069	-1.11524623462245	0.182117333968893	-0.302887684183543	-0.419252487013964	-0.0855971977549382	0.00180041674737685
K00179	1.0005560170898	-0.075917513294357	0.248098968347678	-0.0916740941701759	0.294009854340455	0.692684986737227	-0.716357047232446	0.318069367499637	0.186681729150394	0.425187416808075	1.57804721023961	-0.193876144086699	-1.01967922047361	-0.315366042938682	0.226208797057882	-0.0206973613075661	0.221957413365217	0.154555578486364	0.000217078963563377
K00180	-0.222845290969892	-0.0673995327187955	-0.155159653344979	-0.131670241325938	1.35606699182977	1.98563370957658	1.31674090537185	0.249632029624271	0.117228608918766	0.203653999106354	0.688099557422839	0.954649809206148	-0.876051267689311	1.21725534072831	1.37040113504769	-0.206401115732615	0.257103172947736	0.26160444761936	-0.000495554169371193
K00184	-0.643975590538068	-0.0808165382577359	-0.305605949083199	0.192504997283376	-0.245660851454833	-1.71786262736037	-0.660702104243096	0.237482338042545	0.0892950113540687	0.30179149700827	-0.81064090702609	-1.40898188630281	-0.723148124372804	-0.523597551670524	0.459037771781698	0.373935335797842	-0.381053121874956	-1.12444947217282	4.81594002699204e-05
K00185	-0.930814688276334	-0.128211171550888	-0.5922752331885	0.189323301345266	-0.723847697234252	-3.01936783537581	-0.995170875015315	0.00226011762170741	-0.379067975687405	-0.0536062042551575	-1.08196536183284	-1.23568100908933	-0.47496128276571	0.282943116340187	0.165377727111593	0.929910534543569	-0.512910278628496	-0.839767116351683	-2.03859412217788e-05
K00194	-2.07465461380391	0.0589428830908358	1.19679009803213	0.13191735270635	-0.105231295085052	0.606918313649153	0.0553109994804295	0.206292300315189	0.354536991906742	0.00384122921652219	0.287219578289233	0.917992475832125	1.26060971423403	-0.00628568061873602	0.932815065940633	0.70273744456249	-0.342286141703753	0.8210339739484	0.00171899680261367
K00197	-0.0404592502823309	0.0269114661978305	-1.34858209005915	0.0858623934091698	-0.979638549244502	-1.24585696205809	-0.505276168259439	-0.184082598595334	-0.262645620512386	-0.51078414128595	-0.929016312695302	-0.837906610762457	0.0979964415670993	0.350845681342629	-0.276346454063639	0.423378103894765	-0.214065464327959	0.749951858775061	0.00168776396875137
K00198	-0.0538247574081854	0.0896293807791293	-0.27777767292582	0.0945005369485985	0.611959745430848	-0.283086749616409	-0.941914218040761	-1.24321764072628	-1.36421601812782	-1.23926273690038	0.315250450634204	-0.464961644803862	-1.44737634257063	-0.117750479069206	0.980605831702962	0.586124771756704	0.339905111004682	0.678422112719458	0.000679968634889061
K00208	-0.0691008318176702	-0.0485109399987638	-0.446949363866677	-0.282817964523875	0.500801851296326	0.970571019795394	0.216959511367026	0.433648734183597	0.367574554277042	0.346551724211639	0.673684650921069	-0.394273277913908	-0.902778858399236	0.0649127232165606	-0.104178199211344	0.411622160596426	0.832123486210676	0.000323493735235103	0.00277614478235
K00210	-0.935593431066556	-0.231659681720871	0.682795165857444	-0.365984027355753	-0.221044073557952	1.31230781331346	0.44047442587966	0.771120100112247	0.216545563531498	0.386669345633453	0.782196694874011	0.186635258997103	0.486248699867881	-0.976064456787559	0.00405584867836528	-0.409802800493662	0.836093155552717	0.305020113245886	0.00334370020990127
K00215	0.634818102050738	-0.0506577800942838	-1.37928003183924	-0.050067191094004	0.111987640404603	1.0186381126909	1.08969513091201	-0.0419736813590055	0.0271919782882728	-0.000525049431854274	0.0146043839685541	-0.0447016326540508	-0.276978226458871	1.20613835922196	0.452736607154623	0.623142832440908	1.01635715167698	0.465023775355261	0.0011131751931166
K00226	0.303614760566668	-0.0638988327218473	-0.176661969343057	-0.347568635910593	-0.570130179381469	-0.088619223687196	-0.482682908448037	-0.00839647760839513	-0.140826899217983	-0.0508793513613282	0.455570990108691	0.222639802301546	1.07360228701845	0.45817445388749	0.394796600898519	-0.270423299150889	-0.385436387847094	-0.088872472985346	0.000763057509705956
K00230	-0.298622940849347	0.224958627300125	-0.187664331117501	0.196518297225393	-0.32460285232077	1.17277941956804	1.12020913275832	-1.44276121368856	0.286761146379093	-1.34487112568193	-0.729489540792264	-2.10247671285806	-0.558270009314859	-0.390189422455284	-1.85961996916889	-1.8565681488089	-0.463315637896685	-0.708729158385355	-0.000749231537535255
K00239	1.37984588258357	-0.350748689098495	0.947682975610862	-0.322784547775828	-0.967330288818577	-0.997726044508958	-1.17392588642484	-0.184746236710263	-0.013819712805172	0.0293014724416198	0.322436744236193	0.270282152498384	0.495200363838828	-0.916894050475809	-0.371177086273417	0.41259753100353	-0.570321353266863	1.53984298254673	0.00117635611657851
K00240	-0.540762876342817	-0.371594102306503	0.585949062189231	-0.428923075169169	-0.624822328543762	1.10721407189653	-0.204798901947793	1.59290662297754	1.58049021322785	1.68020100189871	1.40194767143651	0.585179808939119	0.827739922249472	-0.295376612034294	-0.0180912107622475	-0.239195710497324	0.71456083457646	1.07333840872471	0.00259113196496719
